business_name,category,city,address,phone,source
Bucks Bar Trongate,"Bar & grill, Restaurant",Glasgow,"Bucks Bar Trongate, 96 Trongate, Glasgow G1 5EP, United Kingdom",1416484843,Google Places
The Woodcutter Bar,"Pub, Bar",Motherwell,"The Woodcutter Bar, 127 Merry St, Motherwell ML1 1JP, United Kingdom",1698327239,Google Places
The Abbotsford Bar & Restaurant,"Pub, Bar, Restaurant",Edinburgh,"The Abbotsford Bar & Restaurant, 3-5 Rose St, Edinburgh EH2 2PR, United Kingdom",1312255276,Google Places
Cloisters Bar,"Bar, Gastropub",Edinburgh,"Cloisters Bar, 26 Brougham St, Edinburgh EH3 9JH, United Kingdom",1312219997,Google Places
Courtyard Bar Hamilton,Pub,Hamilton,"Courtyard Bar Hamilton, 31 Campbell St, Hamilton ML3 6AS, United Kingdom",7585048951,Google Places
The Old Toll Bar,Pub,Glasgow,"The Old Toll Bar, 1 Paisley Rd W, Glasgow G51 1LF, United Kingdom",1412584830,Google Places
Bannerman's Bar,"Live music bar, Bar, Live music venue, Pub",Edinburgh,"Bannerman's Bar, 212 Cowgate, Edinburgh EH1 1NQ, United Kingdom",1315563254,Google Places
Castle Bar,"Pub, Restaurant",Cockermouth,"Castle Bar, 14 Market Pl, Cockermouth CA13 9NQ, United Kingdom",1900829904,Google Places
Vinyl Bar,Pub,Glasgow,"Vinyl Bar, 42-44 London Rd, Glasgow G1 5NB, United Kingdom",1412863714,Google Places
Viva Bar Edinburgh,Bar,Edinburgh,"Viva Bar Edinburgh, 85 Rose St, Edinburgh EH2 3DT, United Kingdom",Unknown,Google Places
The Park Bar,Pub,Glasgow,"The Park Bar, 1202 Argyle St, Finnieston, Glasgow G3 8TE, United Kingdom",1413391715,Google Places
The Corona Bar & Kitchen,Bar,Glasgow,"The Corona Bar & Kitchen, 1039 Pollokshaws Rd, Shawlands, Glasgow G41 3YF, United Kingdom",1414833668,Google Places
The Antiquary Bar,"Bar, Gastropub, Pub, Restaurant",Edinburgh,"The Antiquary Bar, 72-78 St Stephen St, Edinburgh EH3 5AQ, United Kingdom",1312252858,Google Places
Makars Mash Bar,"Bar, Scottish restaurant, Restaurant",Edinburgh,"Makars Mash Bar, 9-12 Bank St, Edinburgh EH1 2LN, United Kingdom",1312261178,Google Places
NYC Bar & Grill,"Bar & grill, American restaurant, Hamburger restaurant",Glasgow,"NYC Bar & Grill, 185 Hope St, Glasgow G2 2UL, United Kingdom",1413532913,Google Places
"Tanners Lounge Bar, Restaurant & Function Suite","Bar, Function room facility, Restaurant",Juniper Green,"Tanners Lounge Bar, Restaurant & Function Suite, 459 Lanark Rd, Juniper Green EH14 5BA, United Kingdom",1314533152,Google Places
Bunker Bar,"Gastropub, Bar, Restaurant",Glasgow,"Bunker Bar, 193-199 Bath St, Glasgow G2 4HU, United Kingdom",1412291429,Google Places
Bar Vini,"Restaurant, Cocktail bar, Wine bar",Glasgow,"Bar Vini, 80 Victoria Rd, Glasgow G42 7AA, United Kingdom",Unknown,Google Places
Fingers Piano Bar,Bar,Edinburgh,"Fingers Piano Bar, 61A Frederick St, Edinburgh EH2 1LH, United Kingdom",1312253026,Google Places
The Blackbird,"Beer garden, Cocktail bar, Gastropub",Edinburgh,"The Blackbird, 37-39 Leven St, Edinburgh EH3 9LH, United Kingdom",1312282280,Google Places
Deja Vu 60's 70's 80's Bar,Bar,Carlisle,"Unit 2, Deja Vu 60's 70's 80's Bar, English gate plaza, Botchergate, Carlisle CA1 1RP, United Kingdom",7842313620,Google Places
The Monarch Bar & Function Room,"Pub, Beer garden, Function room facility, Karaoke bar, Live music venue, Pool billard club, Wedding buffet, Wedding venue",Dunfermline,"The Monarch Bar & Function Room, 43-45 James St, Dunfermline KY12 7QE, United Kingdom",1383723035,Google Places
Bristol Bar Glasgow,Pub,Glasgow,"Bristol Bar Glasgow, 600 Duke St, Glasgow G31 1JX, United Kingdom",1415504493,Google Places
Katie's Bar Glasgow,"Cocktail bar, Gay bar, Live music venue, Restaurant",Glasgow,"Katie's Bar Glasgow, 17 John St, Glasgow G1 1HP, United Kingdom",1415486983,Google Places
Junior’s Sports Bar and Lounge,"Sports bar, Bar",Motherwell,"Junior’s Sports Bar and Lounge, 21-23 Muir St, Motherwell ML1 1BH, United Kingdom",1698917282,Google Places
The Auldhouse Arms Bar,"Pub, Bar",Glasgow,"The Auldhouse Arms Bar, 6-12 Langlands Rd, East Kilbride, Glasgow G75 9DW, United Kingdom",1413703356,Google Places
Grace's Irish Sports Bar,Sports bar,Glasgow,"Grace's Irish Sports Bar, 16 Candleriggs, Glasgow G1 1LD, United Kingdom",3302021888,Google Places
Baby Grand Bar & Grill,"Bar, Bar & grill, Breakfast restaurant, English restaurant, Piano bar, Restaurant",Glasgow,"Baby Grand Bar & Grill, 3-7 Elmbank Gardens, Glasgow G2 4NQ, United Kingdom",1412484942,Google Places
Metropolitan Bar and Restaurant,"Cocktail bar, Gastropub",Glasgow,"Metropolitan Bar and Restaurant, 60 Candleriggs, Glasgow G1 1LE, United Kingdom",1415531488,Google Places
Legends Sports Bar,Sports bar,Dunfermline,"Legends Sports Bar, 41 Halbeath Rd, Dunfermline KY12 7QZ, United Kingdom",1383745914,Google Places
The Orchard Bar & Restaurant,"Gastropub, Bar, Pub",Edinburgh,"1-2, The Orchard Bar & Restaurant, Howard Place, Edinburgh EH3 5JZ, United Kingdom",1315500850,Google Places
The Jazz Bar,"Bar, Live music bar, Live music venue, Night club",Edinburgh,"The Jazz Bar, 1a Chambers St, Edinburgh EH1 1HR, United Kingdom",1312204298,Google Places
The Weavers Bar,"Pub, Bar",Strathaven,"The Weavers Bar, 1 Green St, Strathaven ML10 6LT, United Kingdom",7749332914,Google Places
The Treasury Bar,Pub,Airdrie,"The Treasury Bar, 7 Graham St, Airdrie ML6 6AB, United Kingdom",Unknown,Google Places
Pleasance Cafe and Bar,"Bar, Cafe",Edinburgh,"Pleasance Cafe and Bar, Pleasance Cafe Bar, Pleasance, Edinburgh EH8 9TJ, United Kingdom",Unknown,Google Places
The Oak Bar,Pub,Glasgow,"The Oak Bar, 770-774 Springfield Rd, Glasgow G31 4HL, United Kingdom",1415540361,Google Places
Buck's Bar - Hanover Street,"Bar & grill, Food and drink",Edinburgh,"Buck's Bar - Hanover Street, Hobart House, 90 Hanover St, Edinburgh EH2 1EL, United Kingdom",Unknown,Google Places
"Marcos (Pool, Karaoke and Pizzas)","Bar, Cocktail bar, Karaoke bar, Pizza restaurant, Pool hall",Edinburgh,"Marcos (Pool, Karaoke and Pizzas), 79 Grove St, Edinburgh EH3 8FG, United Kingdom",1312902205,Google Places
"100 Acre Bar, Grill & Function Suite","Bar & grill, Function room facility",Glasgow,"100 Acre Bar, Grill & Function Suite, 360 Curtis Ave, Rutherglen, Glasgow G73 2EB, United Kingdom",1415693178,Google Places
Kong - Glasgow,"Cocktail bar, Restaurant",Glasgow,"Kong - Glasgow, 23 Royal Exchange Square, Glasgow G1 3AJ, United Kingdom",1412802354,Google Places
Tennents Byres Rd Glasgow,Pub,Glasgow,"Tennents Byres Rd Glasgow, 191 Byres Rd, Glasgow G12 8TN, United Kingdom",1413397203,Google Places
Secret Arcade Vodka Bar,Bar,Edinburgh,"Secret Arcade Vodka Bar, 48 Cockburn St, Jackson's Cl, Edinburgh EH1 1PB, United Kingdom",1312201297,Google Places
The Mercat Bar & Grill,"Bar & grill, Bar",Musselburgh,"The Mercat Bar & Grill, 10 Whitecraig Rd, Whitecraig, Musselburgh EH21 8PG, United Kingdom",1316653354,Google Places
Fell Bar Penrith,Bar,Penrith,"Fell Bar Penrith, 52 King St, Penrith CA11 7AY, United Kingdom",1768866860,Google Places
Celtic Park Sports Bar,Bar,Glasgow,"Celtic Park Sports Bar, Kerrydale Street, Glasgow G40 3RE, United Kingdom",Unknown,Google Places
Brew Bar,Bar,Haltwhistle,"Brew Bar, Market Square, Haltwhistle NE49 0BL, United Kingdom",1434321370,Google Places
Stones Bar and Grill,"Restaurant, Beer garden, Pub",Livingston,"Stones Bar and Grill, 44 Calder Rd, Bellsquarry, Livingston EH54 9AA, United Kingdom",1506238118,Google Places
Planet Bar & Kitchen,"Gay bar, Bar, Cocktail bar, Gay night club",Edinburgh,"Planet Bar & Kitchen, 6 Baxter's Pl, Edinburgh EH1 3AF, United Kingdom",Unknown,Google Places
Vroni's Wine Bar,"Wine bar, Bar",Glasgow,"Vroni's Wine Bar, 47 W Nile St, Glasgow G1 2PT, United Kingdom",1412214677,Google Places
BrewDog DogHouse Edinburgh Bar & Terrace,"Bar, Beer garden, Beer hall, Beer store, Pub, Restaurant",Edinburgh,"BrewDog DogHouse Edinburgh Bar & Terrace, 5 New St, Edinburgh EH8 8BH, United Kingdom",1312902300,Google Places
The Torino Bar And Cafe,"Pub, Cafe",Edinburgh,"The Torino Bar And Cafe, 137 Restalrig Rd, Edinburgh EH7 6HN, United Kingdom",1315541180,Google Places
The Strathmore Bar,Pub,Edinburgh,"The Strathmore Bar, 17 Iona St, Leith, Edinburgh EH6 8SG, United Kingdom",1315548717,Google Places
Elders Bar,Pub,Glasgow,"Elders Bar, 72 Causewayside St, Tollcross, Glasgow G32 8LU, United Kingdom",1417784649,Google Places
Pleasance Cabaret Bar,"Bar, Nightlife",Edinburgh,"Pleasance Cabaret Bar, 60 Pleasance, Edinburgh EH8 9TJ, United Kingdom",1316502351,Google Places
Boom Battle Bar Glasgow,Bar,Glasgow,"Unit 1F, Boom Battle Bar Glasgow, U091-094, St. Enoch Shopping Centre, Glasgow G1 4BW, United Kingdom",1414717717,Google Places
Casas Sports Bar,"Sports bar, Restaurant",Keswick,"Casas Sports Bar, 27 Main St, Keswick CA12 5BN, United Kingdom",1768772083,Google Places
The Jolly Harvester Bar & Restaurant,"Bar, Restaurant, Bar & grill, Beer garden, Bouncy castle hire, Function room facility, Lunch restaurant, Playground, Pub",Dumfries,"The Jolly Harvester Bar & Restaurant, Calside Rd, Dumfries DG1 4HB, United Kingdom",1387269101,Google Places
Nobles Cafe Bar & Restaurant,"Gastropub, Breakfast restaurant, Brunch restaurant, Cocktail bar, Fish and seafood restaurant, Modern British restaurant, Modern European restaurant, Pub, Restaurant, Scottish restaurant",Edinburgh,"Nobles Cafe Bar & Restaurant, 44A Constitution St, Leith, Edinburgh EH6 6RS, United Kingdom",1316297215,Google Places
SCOTCH Whisky Bar,Bar,Edinburgh,"SCOTCH Whisky Bar, 1 Princes St, Edinburgh EH2 2EQ, United Kingdom",1315247142,Google Places
The Alexander Graham Bell - JD Wetherspoon,Pub,Edinburgh,"The Alexander Graham Bell - JD Wetherspoon, 128 George St, Edinburgh EH2 4JZ, United Kingdom",1312408220,Google Places
Society Bar & Kitchen,"Bar, Bistro, Breakfast restaurant, Brunch restaurant, Cafe, Lunch restaurant, Takeout Restaurant, Pizza delivery, Restaurant, Vegetarian cafe and deli",Edinburgh,"Society Bar & Kitchen, 1 Waterloo Pl, Edinburgh EH1 3BG, United Kingdom",1312598294,Google Places
THE BOTTOM BAR,Bar,Castle Douglas,"THE BOTTOM BAR, New Market St, Castle Douglas DG7 1HY, United Kingdom",Unknown,Google Places
Regent Bar,"Gay bar, Pub",Edinburgh,"Regent Bar, 2 Montrose Terrace, Edinburgh EH7 5DL, United Kingdom",1316618198,Google Places
Cannonball Restaurant & Bar,"Bar, Restaurant, Event venue",Edinburgh,"Cannonball Restaurant & Bar, 356 Castlehill, Edinburgh EH1 2NF, United Kingdom",3301649389,Google Places
The Boswell Arms Bar & Restaurant,"Pub, Bar, Restaurant",Cumnock,"The Boswell Arms Bar & Restaurant, 2 Coal Rd, Auchinleck, Cumnock KA18 2AH, United Kingdom",1290421886,Google Places
Home,"Pub, Bar, Sports bar",Glasgow,"Home, 80 Albion St, Glasgow G1 1NY, United Kingdom",1415521734,Google Places
Abode Café Bar,"Pub, Bar, Bar & grill, Cafe",Edinburgh,"Abode Café Bar, 229 Leith Walk, Edinburgh EH6 8NY, United Kingdom",1315535900,Google Places
Ristorante La Campana & Cocktail Bar,"Bar, Italian restaurant",Livingston,"1, Ristorante La Campana & Cocktail Bar, 3a Hamilton Square, Livingston EH54 9JZ, United Kingdom",1506414058,Google Places
Shilling Brewing Company,"Bar, Beer hall, Brewery, Pizza restaurant, Pizza Takeout",Glasgow,"Shilling Brewing Company, 92 W George St, Glasgow G2 1PJ, United Kingdom",1413531654,Google Places
Harvey Nichols Forth Floor Brasserie and Bar,"Brasserie, Cocktail bar, Restaurant",Edinburgh,"Harvey Nichols Forth Floor Brasserie and Bar, 30-34 St Andrew Square, Edinburgh EH2 2AD, United Kingdom",1315248350,Google Places
"Junk, Bar & Restaurant","Bar, Restaurant",Edinburgh,"Junk, Bar & Restaurant, 58 S Clerk St, Newington, Edinburgh EH8 9PS, United Kingdom",1315639085,Google Places
The Wee Wine Bar,Wine bar,Bo'ness,"The Wee Wine Bar, South St, Bo'ness EH51 0EA, United Kingdom",1506901366,Google Places
Tinto Tapas Bar,"Bar, Tapas restaurant, Spanish restaurant",Glasgow,"Tinto Tapas Bar, 1 Hunter St, East Kilbride, Glasgow G74 4LZ, United Kingdom",1355222270,Google Places
Barca Tapas and Cava Bar,"Spanish restaurant, Cocktail bar, Tapas restaurant",Glasgow,"Barca Tapas and Cava Bar, 2nd Princes Square, 48 Buchanan St, Glasgow G1 3JN, United Kingdom",1412486555,Google Places
Tinto Tapas Bar,"Tapas bar, Restaurant, Spanish restaurant",Glasgow,"Tinto Tapas Bar, 138 Battlefield Rd, Langside, Glasgow G42 9JT, United Kingdom",1416366838,Google Places
Falkirk van Sales,"Sports bar, Bar, Pool hall, Restaurant",Falkirk,"Falkirk van Sales, 24b Smith St, Bainsford, Falkirk FK2 7NB, United Kingdom",1324636330,Google Places
Mexican Texmex Bar & Grill,"Mexican restaurant, Cocktail bar, Family restaurant, New American restaurant, Tex-Mex restaurant",Falkirk,"Mexican Texmex Bar & Grill, 222 Grahams Rd, Falkirk FK2 7BH, United Kingdom",1324229005,Google Places
The Gallery Bar,"Gay bar, Bar",Glasgow,"The Gallery Bar, 101 Brunswick St, Glasgow G1 1TB, United Kingdom",1415526310,Google Places
Angels Hotel Bar & Restaurant,"Hotel, Breakfast restaurant, Club, Night club, Pub, Restaurant",Glasgow,"Angels Hotel Bar & Restaurant, 114 Main St, Uddingston, Glasgow G71 7HZ, United Kingdom",1698812106,Google Places
Elena's Spanish Bar & Restaurant,"Spanish restaurant, Restaurant, Tapas bar, Tapas restaurant, Wine bar",Glasgow,"Elena's Spanish Bar & Restaurant, 90 Old Dumbarton Rd, Glasgow G3 8PZ, United Kingdom",1412374730,Google Places
Divino Enoteca Italian Restaurant & Wine Bar,"Italian restaurant, Cocktail bar, Italian grocery store, Lunch restaurant, Party planner, Wedding venue, Wine bar, Wine cellar",Edinburgh,"Divino Enoteca Italian Restaurant & Wine Bar, 5 Merchant St, Edinburgh EH1 2QD, United Kingdom",1312251770,Google Places
Church on the Hill,"Bar, Beer garden, British restaurant, Restaurant",Glasgow,"Church on the Hill, 16 Algie St, Shawlands, Glasgow G41 3DJ, United Kingdom",1413437569,Google Places
Paolozzi Restaurant & Bar,"Bar, Italian restaurant, Restaurant",Edinburgh,"59, Paolozzi Restaurant & Bar, 61 Forrest Rd, Edinburgh EH1 2QP, United Kingdom",1312590047,Google Places
Sannio Italian Restaurant & Bar,"Bar, Italian restaurant, Cocktail bar, European restaurant, Event venue, Fish and seafood restaurant, Mediterranean restaurant, Pizza restaurant, Restaurant, Wine bar",Glasgow,"Sannio Italian Restaurant & Bar, 61a Elmbank St, Glasgow G2 4PQ, United Kingdom",1412372322,Google Places
I.Que Cafe Bar & Cue Sports,"Bar, Pool hall",Glasgow,"I.Que Cafe Bar & Cue Sports, 22 Cowgate, Kirkintilloch, Glasgow G66 1HN, United Kingdom",1417764590,Google Places
Mediterraneo Italian Restaurant & Champagne Bar,"Italian restaurant, Mediterranean restaurant, Wine bar",Glasgow,"Mediterraneo Italian Restaurant & Champagne Bar, 159 Ingram St, Glasgow G1 1DW, United Kingdom",1415520460,Google Places
The Angels Share Hotel and Bar,"Bar, Hotel, Restaurant",Edinburgh,"7, The Angels Share Hotel and Bar, 11 Hope St, Edinburgh EH2 4EL, United Kingdom",1312477000,Google Places
"Blenkinsopp Castle Inn - Bistro, Bar, Bed & Breakfast, Gardens","Bar, Restaurant, Bed & breakfast, Garden, Takeout Restaurant",Brampton,"Blenkinsopp Castle Inn - Bistro, Bar, Bed & Breakfast, Gardens, Blenkinsopp Castle Inn, Brampton CA8 7JS, United Kingdom",1697747757,Google Places
The Parkville Bar Restaurant & Hotel,"Bar, Hotel, Breakfast restaurant, Function room facility, Restaurant, Wedding venue",Glasgow,"The Parkville Bar Restaurant & Hotel, 296 Glasgow Rd, Blantyre, Glasgow G72 9DG, United Kingdom",1698822861,Google Places
The Horseshoe Inn,"Gastropub, Hotel, Pub, Restaurant",Peebles,"The Horseshoe Inn, 1862 A703, Eddleston, Peebles EH45 8QP, United Kingdom",1721730225,Google Places
Fazenda Rodizio Bar & Grill Edinburgh,"Restaurant, Argentinian restaurant, Bar & grill, Brazilian restaurant, Steak house",Edinburgh,"Fazenda Rodizio Bar & Grill Edinburgh, 102 George St, Edinburgh EH2 3DF, United Kingdom",1312151234,Google Places
Hugo's,Tapas restaurant,Moffat,"Hugo's, 4 Bath Place, Moffat DG10 9HJ, United Kingdom",1683221606,Google Places
The Queensberry,"Bar, Hotel, Pub",Dumfries,"The Queensberry, 12 English St, Dumfries DG1 2BT, United Kingdom",1387739913,Google Places
The Famous Star Hotel & Restaurant,"Bar, Hotel, Restaurant, Sports bar",Moffat,"The Famous Star Hotel & Restaurant, 44 High St, Moffat DG10 9EF, United Kingdom",1683220156,Google Places
Palmer House Bar & Grill,"Bar & grill, Bar",Westland,"Palmer House Bar & Grill, 31150 Palmer Rd, Westland, MI 48186",17347295555,Google Places
Blarney Stone Pub,"Pub, Bar & grill, Restaurant",Oak Forest,"Blarney Stone Pub, 15400 S Cicero Ave, Oak Forest, IL 60452",17085354800,Google Places
US 12 Bar And Grill,"Bar & grill, Bar, Catering food and drink supplier, Club, Pizza restaurant, Pub, Restaurant",Wayne,"US 12 Bar And Grill, 34824 W Michigan Ave, Wayne, MI 48184",17347223170,Google Places
The Bunker Bar & Grill,Bar & grill,West Chicago,"The Bunker Bar & Grill, 216 Main St, West Chicago, IL 60185",16305200185,Google Places
Sports Page Bar & Grill,"Bar, Bar & grill",Mechanicsville,"Sports Page Bar & Grill, 8319 Bell Creek Rd N, Mechanicsville, VA 23116",18045594700,Google Places
Maggie's Bar & Restaurant,"Restaurant, Cocktail bar, Pizza restaurant, Sports bar, Sushi restaurant, Video arcade",Lakewood,"Maggie's Bar & Restaurant, 145 Country Club Dr, Lakewood, NJ 08701",17323638125,Google Places
Tom's Tavern,Bar,Farmingdale,"Tom's Tavern, 85 Asbury Rd, Farmingdale, NJ 07727",17329389060,Google Places
Bubba's Bar & Grill,Bar & grill,Richmond,"Bubba's Bar & Grill, 4000 Williamsburg Rd, Richmond, VA 23231",18042361600,Google Places
The Buccleuch Arms Hotel,"Bar, Hotel, Restaurant",Moffat,"The Buccleuch Arms Hotel, High St, Moffat DG10 9ET, United Kingdom",1683220003,Google Places
Towne Tap Inc,Bar,Warrenville,"Towne Tap Inc, 28W247 Warrenville Rd, Warrenville, IL 60555",16303931633,Google Places
Marcotte's Bar & Grill,"Bar & grill, Bar, Caterer, Restaurant",Oak Forest,"Marcotte's Bar & Grill, 15501 S Cicero Ave, Oak Forest, IL 60452",17085358960,Google Places
Valkyrie,Cocktail bar,Tulsa,"Valkyrie, 13 Reconciliation Way, Tulsa, OK 74103",19185082285,Google Places
The Spot Tavern,Bar,Milton,"The Spot Tavern, 5271 Stewart St, Milton, FL 32570",18506654355,Google Places
Commerce Sports Bar and Grill,"Bar & grill, American restaurant",Commerce,"Commerce Sports Bar and Grill, 1650 S Broad St, Commerce, GA 30529",17063350440,Google Places
Red Zone Bar & Grill,"Bar & grill, American restaurant, Bar, Pub, Sports bar",Warrenton,"Red Zone Bar & Grill, 251 W Lee Hwy #167, Warrenton, VA 20186",15403596215,Google Places
